leader_pid,color,nodes,adjacent_clusters
<0.109.0>,green,<0.109.0>,{<0.110.0>,red}
<0.110.0>,red,<0.117.0>|<0.118.0>|<0.119.0>|<0.110.0>,{<0.109.0>,green}|{<0.111.0>,green}|{<0.120.0>,brown}|{<0.125.0>,black}|{<0.127.0>,orange}|{<0.128.0>,purple}
<0.111.0>,green,<0.111.0>,{<0.110.0>,red}|{<0.120.0>,brown}
<0.113.0>,orange,<0.123.0>|<0.114.0>|<0.113.0>,{<0.110.0>,red}|{<0.115.0>,pink}|{<0.116.0>,white}|{<0.120.0>,brown}|{<0.121.0>,blue}|{<0.122.0>,white}|{<0.124.0>,black}|{<0.130.0>,red}|{<0.132.0>,purple}
<0.115.0>,pink,<0.115.0>,{<0.113.0>,orange}|{<0.116.0>,white}|{<0.122.0>,white}|{<0.124.0>,black}
<0.116.0>,white,<0.116.0>,{<0.113.0>,orange}|{<0.115.0>,pink}|{<0.124.0>,black}
<0.120.0>,brown,<0.120.0>,{<0.110.0>,red}|{<0.111.0>,green}|{<0.113.0>,orange}|{<0.121.0>,blue}|{<0.127.0>,orange}|{<0.128.0>,purple}
<0.121.0>,blue,<0.136.0>|<0.129.0>|<0.121.0>,{<0.110.0>,red}|{<0.113.0>,orange}|{<0.120.0>,brown}|{<0.122.0>,white}|{<0.127.0>,orange}|{<0.128.0>,purple}|{<0.130.0>,red}|{<0.135.0>,red}|{<0.137.0>,green}|{<0.138.0>,orange}
<0.122.0>,white,<0.131.0>|<0.122.0>,{<0.113.0>,orange}|{<0.115.0>,pink}|{<0.121.0>,blue}|{<0.130.0>,red}
<0.124.0>,black,<0.124.0>,{<0.113.0>,orange}|{<0.115.0>,pink}|{<0.116.0>,white}|{<0.122.0>,white}|{<0.132.0>,purple}
<0.125.0>,black,<0.126.0>|<0.125.0>,{<0.110.0>,red}|{<0.127.0>,orange}|{<0.133.0>,brown}
<0.127.0>,orange,<0.134.0>|<0.127.0>,{<0.110.0>,red}|{<0.120.0>,brown}|{<0.121.0>,blue}|{<0.125.0>,black}|{<0.128.0>,purple}|{<0.135.0>,red}
<0.128.0>,purple,<0.128.0>,{<0.110.0>,red}|{<0.120.0>,brown}|{<0.121.0>,blue}|{<0.127.0>,orange}|{<0.135.0>,red}|{<0.137.0>,green}
<0.130.0>,red,<0.130.0>,{<0.113.0>,orange}|{<0.121.0>,blue}|{<0.122.0>,white}|{<0.132.0>,purple}|{<0.137.0>,green}|{<0.138.0>,orange}
<0.132.0>,purple,<0.139.0>|<0.132.0>,{<0.113.0>,orange}|{<0.122.0>,white}|{<0.124.0>,black}|{<0.140.0>,red}
<0.133.0>,brown,<0.133.0>,{<0.125.0>,black}|{<0.127.0>,orange}
<0.135.0>,red,<0.135.0>,{<0.121.0>,blue}|{<0.125.0>,black}|{<0.127.0>,orange}|{<0.128.0>,purple}
<0.137.0>,green,<0.137.0>,{<0.121.0>,blue}|{<0.128.0>,purple}|{<0.130.0>,red}|{<0.138.0>,orange}
<0.138.0>,orange,<0.138.0>,{<0.121.0>,blue}|{<0.122.0>,white}|{<0.130.0>,red}|{<0.132.0>,purple}|{<0.137.0>,green}
<0.140.0>,red,<0.140.0>,{<0.122.0>,white}|{<0.132.0>,purple}
